"Name","Price","Original Price","Discount","Availability","Image URL","Product URL","Category","Color","Description"
"JBL Tune Buds 2","$99.98","$139.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/TUNE-BUDS-2.html?dwvar_TUNE-BUDS-2_color=Turquoise-AM-Current&cgid=sale","Sale","Turquoise","True Wireless Noise Cancelling Earbuds with JBL Spatial Sound and Smart Ambient technology"
"JBL Vibe Flex 2","$69.98","$99.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw08b4ffdc/color-chips/swatchImage_Blue_Vibe_Beam_2.png","https://ca.jbl.com/en_CA/VIBE-FLEX-2.html?dwvar_VIBE-FLEX-2_color=White-AM-Current&cgid=sale","Sale","White","True Wireless Earbuds with JBL Pure Bass Sound and Smart Ambient technology"
"JBL Authentics 500","$699.98","$999.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/AUTHENTICS-500.html?dwvar_AUTHENTICS-500_color=Black-AM-Current&cgid=sale","Sale","Black","Hi-fidelity smart home speaker with Wi-Fi, Bluetooth and Voice Assistants with retro design."
"JBL Tune 720BT","$59.98","$109.98","SAVE 45%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw3d3a0b6c/color-chips/swatchImage_Blue_Go_3-Clip_4_Eco_70x70px.png","https://ca.jbl.com/en_CA/TUNE720BT.html?dwvar_TUNE720BT_color=White-AM-Current&cgid=sale","Sale","White","Wireless over-ear headphones"
"JBL Live Pro 2 TWS","$139.98","$199.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/LIVE-PRO-2-TWS-.html?dwvar_LIVE-PRO-2-TWS-_color=Silver-AM-Current&cgid=sale","Sale","Silver","True wireless Noise Cancelling earbuds"
"JBL PartyBox 520","$869.98","$1,099.98","SAVE 21%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/PARTYBOX-520.html?dwvar_PARTYBOX-520_color=Black-AM-Current&cgid=sale","Sale","Black","Portable battery-powered party speaker with powerful sound"
"JBL Vibe Buds 2","$69.98","$99.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwdf734d87/color-chips/swatchImage_Black.png","https://ca.jbl.com/en_CA/VIBE-BUDS-2.html?dwvar_VIBE-BUDS-2_color=Pink-AM-Current&cgid=sale","Sale","Pink","True Wireless Noise Cancelling Earbuds with JBL Pure Bass Sound and Smart Ambient technology"
"JBL Cinema SB510","$179.98","$229.98","SAVE 22%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/SB510.html?dwvar_SB510_color=Black-US-Current&cgid=sale","Sale","Black","3.1 Channel Soundbar with a Built-in Subwoofer"
"JBL Quantum Stream","$99.98","$139.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/QUANTUM-STREAM.html?dwvar_QUANTUM-STREAM_color=Black-AM-Current&cgid=sale","Sale","Black","Dual pattern premium USB microphone for streaming, recording and gaming"
"JBL Quantum 100","$39.98","$59.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwe8108393/color-chips/swatchImage_Blue_02.png","https://ca.jbl.com/en_CA/QUANTUM100.html?dwvar_QUANTUM100_color=Black-AM-Current&cgid=sale","Sale","Black","Wired over-ear gaming headset with flip-up mic"
"MA310","$399.98","$599.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/MA310.html?dwvar_MA310_color=Black-AM-Current&cgid=sale","Sale","Black","5.2-channel 4K AV Receiver"
"JBL Authentics 200","$349.98","$499.98","SAVE 30%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwebb67d43/color-chips/e8y3m2sy8y2xsvmbw2gy.jpg","https://ca.jbl.com/en_CA/AUTHENTICS-200.html?dwvar_AUTHENTICS-200_color=Black-AM-Current&cgid=sale","Sale","Black","Smart home speaker with Wi-Fi, Bluetooth and Voice Assistants with retro design"
"JBL Junior 320BT","$49.98","$69.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwc5900253/color-chips/swatchImage_Blue_Wave_Flex.png","https://ca.jbl.com/en_CA/JUNIOR320BT.html?dwvar_JUNIOR320BT_color=Purple-AM-Current&cgid=sale","Sale","Purple","Colorful, durable wireless on-ear headphones with JBL Safe Sound for kids and parental control"
"JBL Quantum 100M2","$39.98","$59.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw9029e40f/color-chips/swatchImage_dual_White.png","https://ca.jbl.com/en_CA/QUANTUM100M2.html?dwvar_QUANTUM100M2_color=Black-AM-Current&cgid=sale","Sale","Black","Wired over-ear gaming headset with omnidirectional, detachable mic with mute option and fabric-covered memory foam ear cushions"
"JBL Spinner BT","$399.98","$599.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw276e0741/color-chips/swatchImage_Dual_Black-Gold.png","https://ca.jbl.com/en_CA/SPINNER-BT.html?dwvar_SPINNER-BT_color=BlackOrange-AM-Current&cgid=sale","Sale","BlackOrange","Bluetooth Turntable"
"JBL Boombox 3","$399.98","$599.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwbe3f60c4/color-chips/swngkw4obwwz2zscazly.jpg","https://ca.jbl.com/en_CA/BOOMBOX-3-.html?dwvar_BOOMBOX-3-_color=Squad-AM-Current&cgid=sale","Sale","Squad","Portable speaker"
"JBL Quantum Stream Talk","$49.98","$69.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/QUANTUM-STREAM-TALK.html?dwvar_QUANTUM-STREAM-TALK_color=Black-AM-Current&cgid=sale","Sale","Black","USB streaming microphone"
"Stage 200P","$549.98","$699.98","SAVE 21%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/200P.html?dwvar_200P_color=Latte-AM-Current&cgid=sale","Sale","Latte","10-inch (250mm) 300W Powered Subwoofer"
"MA710","$999.98","$1,199.98","SAVE 17%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/MA710.html?dwvar_MA710_color=Black-AM-Current&cgid=sale","Sale","Black","7.2-channel 8K AV Receiver"
"Stage FS Floorstands","$279.98","$349.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/STAGE-2-FLOOR-STANDS.html?dwvar_STAGE-2-FLOOR-STANDS_color=Espresso-GLOBAL-Current&cgid=sale","Sale","Espresso","Floorstands for JBL Stage 240B and 250B"
"JBL Soundgear Sense","$129.98","$199.98","SAVE 35%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/SOUNDGEAR-SENSE.html?dwvar_SOUNDGEAR-SENSE_color=Black-AM-Current&cgid=sale","Sale","Black","True wireless open-ear headphones"
"Stage 240B","$329.98","$429.98","SAVE 23%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/240B.html?dwvar_240B_color=Espresso-GLOBAL-Current&cgid=sale","Sale","Espresso","2-Way 4.5-inch (114mm) Bookshelf Loudspeaker - Pair"
"JBL Reflect Aero TWS","$129.98","$199.98","SAVE 35%","In Stock","/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw26ea0b33/color-chips/swatchImage_White.png","https://ca.jbl.com/en_CA/REFLECT-AERO.html?dwvar_REFLECT-AERO_color=Black-AM-Current&cgid=sale","Sale","Black","True wireless Noise Cancelling active earbuds"
"JBL Endurance Run 2 Wireless","$39.98","$49.98","SAVE 20%","In Stock","/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwdf734d87/color-chips/swatchImage_Black.png","https://ca.jbl.com/en_CA/ENDURANCE-RUN-2-WIRELESS.html?dwvar_ENDURANCE-RUN-2-WIRELESS_color=Black-GLOBAL-Current&cgid=sale","Sale","Black","Waterproof Wireless In-Ear Sport Headphones"
"JBL Quantum 100X Console","$39.98","$59.98","SAVE 33%","In Stock","/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1dfee8cd/color-chips/swatchImage_Black_Infinity_Lab_ClearCall.png","https://ca.jbl.com/en_CA/QUANTUM100X.html?dwvar_QUANTUM100X_color=Black-AM-Current&cgid=sale","Sale","Black","Wired over-ear gaming headset with a detachable mic"
"JBL Tune 205","$19.98","$24.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwc9925bbb/color-chips/Champagne-gold-square.png","https://ca.jbl.com/en_CA/T205.html?dwvar_T205_color=Black-AM-Current&cgid=sale","Sale","Black","Earbud headphones"
"JBL BAR 1300X","$1,299.98","$2,499.98","SAVE 48%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/BAR-1300X.html?dwvar_BAR-1300X_color=Black-AM-Current&cgid=sale","Sale","Black","11.1.4-channel soundbar with detachable surround speakers, MultiBeam™, Dolby Atmos® and DTS:X®"
"JBL Partybox 710","$949.98","$1,099.98","SAVE 14%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/PARTYBOX-710-.html?dwvar_PARTYBOX-710-_color=Black-AM-Current&cgid=sale","Sale","Black","Party speaker with 800W RMS powerful sound, built-in lights and splashproof design."
"JBL Junior 470NC","$79.98","$99.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1df26d73/color-chips/ekonc5p0tzyqhisx5mu0.jpg","https://ca.jbl.com/en_CA/JUNIOR470NC.html?dwvar_JUNIOR470NC_color=White-AM-Current&cgid=sale","Sale","White","Colorful, durable wireless over-ear noise-cancelling headphones with JBL Safe Sound for kids and parental control"
"JBL Grip","$109.98","$139.98","SAVE 21%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw52a2bade/color-chips/swatchImage_Red_Grip.png","https://ca.jbl.com/en_CA/GRIP-1.html?dwvar_GRIP-1_color=Black-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black","Compact portable Bluetooth speaker with bold JBL Pro Sound and ambient light."
"JBL Flip 7","$189.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw790986a8/color-chips/swatchImage_Blue_Flip_7_v2.png","https://ca.jbl.com/en_CA/FLIP-7.html?dwvar_FLIP-7_color=Blue-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Blue","Portable waterproof and drop-proof speaker with bold JBL Pro Sound"
"JBL Charge 6","$199.98","$249.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw67b238cc/color-chips/swatchImage_Black_Blue_Orange.png","https://ca.jbl.com/en_CA/CHARGE-6.html?dwvar_CHARGE-6_color=Black-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black","Portable waterproof and drop-proof speaker with bold JBL Pro sound and a removable handle strap."
"JBL Clip 5","$79.98","$99.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwef3ef820/color-chips/swatchImage_Dual_GO3_Black-Red.png","https://ca.jbl.com/en_CA/CLIP-5.html?dwvar_CLIP-5_color=White-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","White","Ultra-portable and waterproof, the JBL Clip 5 delivers surprisingly big JBL Pro Sound and punchy bass. The fully integrated carabiner hooks instantly to bags, belts or buckles."
"JBL Xtreme 4","$449.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw0c12212d/color-chips/swatchImage_Squad_Xtreme3.png","https://ca.jbl.com/en_CA/XTREME-4.html?dwvar_XTREME-4_color=Black%20Camo-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black Camo","Portable waterproof speaker with massive JBL Pro Sound and a convenient shoulder strap"
"JBL Go 4","$49.98","$69.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/GO-4.html?dwvar_GO-4_color=Sand-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Sand","An ultra-portable Bluetooth speaker with big JBL Pro Sound, punchy bass, and bold styling."
"JBL Flip 6","$169.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1b584705/color-chips/swatchImage_Flip_6_Teal.png","https://ca.jbl.com/en_CA/FLIP-6-.html?dwvar_FLIP-6-_color=Teal-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Teal","Portable Waterproof Speaker"
"JBL Charge 5","$239.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwd525a269/color-chips/ei1u6gh3zri1xy2dnicq.jpg","https://ca.jbl.com/en_CA/CHARGE5-.html?dwvar_CHARGE5-_color=Pink-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Pink","Portable Waterproof Speaker with Powerbank"
"JBL Go 3","$69.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw2747f800/color-chips/swatchImage_Blue_GO3.png","https://ca.jbl.com/en_CA/GO+3-.html?dwvar_GO%203-_color=Blue-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Blue","Portable Waterproof Speaker"
"JBL Boombox 3","$399.98","$599.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwbe3f60c4/color-chips/swngkw4obwwz2zscazly.jpg","https://ca.jbl.com/en_CA/BOOMBOX-3-.html?dwvar_BOOMBOX-3-_color=Squad-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Squad","Portable speaker"
"JBL Xtreme 3","$449.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/XTREME-3-.html?dwvar_XTREME-3-_color=Black-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black","Portable waterproof speaker"
"JBL Clip 4 Eco","$99.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw6527fae9/color-chips/swatchImage_Grey_Go_3-Clip_4_Eco_70x70px.png","https://ca.jbl.com/en_CA/CLIP-4-ECO.html?dwvar_CLIP-4-ECO_color=White-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","White","Ultra-portable Waterproof Speaker"
"JBL Charge 5 Wi-Fi","$289.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/CHARGE-5-WIFI.html?dwvar_CHARGE-5-WIFI_color=Black-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black","Portable Wi-Fi and Bluetooth speaker"
"JBL JR Pop","$39.99","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw147248e7/color-chips/River-Teal-Square.png","https://ca.jbl.com/en_CA/JR+POP.html?dwvar_JR%20POP_color=Cool%20Blue-USA-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Cool Blue","Portable speaker for kids"
"JBL Charge Essential 2","$199.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw5efc86e7/color-chips/tri1vwqmklsgsjqoy44i.jpg","https://ca.jbl.com/en_CA/CHARGE-ESSENTIAL-2-.html?dwvar_CHARGE-ESSENTIAL-2-_color=Gun%20Metal-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Gun Metal","Portable Waterproof Speaker with Powerbank"
"JBL Grip","$109.98","$139.98","SAVE 21%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw52a2bade/color-chips/swatchImage_Red_Grip.png","https://ca.jbl.com/en_CA/GRIP-1.html?dwvar_GRIP-1_color=Black-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black","Compact portable Bluetooth speaker with bold JBL Pro Sound and ambient light."
"JBL Flip 7","$189.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw790986a8/color-chips/swatchImage_Blue_Flip_7_v2.png","https://ca.jbl.com/en_CA/FLIP-7.html?dwvar_FLIP-7_color=Blue-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Blue","Portable waterproof and drop-proof speaker with bold JBL Pro Sound"
"JBL Charge 6","$199.98","$249.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw67b238cc/color-chips/swatchImage_Black_Blue_Orange.png","https://ca.jbl.com/en_CA/CHARGE-6.html?dwvar_CHARGE-6_color=Black-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black","Portable waterproof and drop-proof speaker with bold JBL Pro sound and a removable handle strap."
"JBL Clip 5","$79.98","$99.98","SAVE 20%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwef3ef820/color-chips/swatchImage_Dual_GO3_Black-Red.png","https://ca.jbl.com/en_CA/CLIP-5.html?dwvar_CLIP-5_color=White-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","White","Ultra-portable and waterproof, the JBL Clip 5 delivers surprisingly big JBL Pro Sound and punchy bass. The fully integrated carabiner hooks instantly to bags, belts or buckles."
"JBL Xtreme 4","$449.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw0c12212d/color-chips/swatchImage_Squad_Xtreme3.png","https://ca.jbl.com/en_CA/XTREME-4.html?dwvar_XTREME-4_color=Black%20Camo-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black Camo","Portable waterproof speaker with massive JBL Pro Sound and a convenient shoulder strap"
"JBL Go 4","$49.98","$69.98","SAVE 29%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1556cd28/color-chips/nlwe1ifpisqotktew5wv.jpg","https://ca.jbl.com/en_CA/GO-4.html?dwvar_GO-4_color=Sand-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Sand","An ultra-portable Bluetooth speaker with big JBL Pro Sound, punchy bass, and bold styling."
"JBL Flip 6","$169.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw1b584705/color-chips/swatchImage_Flip_6_Teal.png","https://ca.jbl.com/en_CA/FLIP-6-.html?dwvar_FLIP-6-_color=Teal-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Teal","Portable Waterproof Speaker"
"JBL Charge 5","$239.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwd525a269/color-chips/ei1u6gh3zri1xy2dnicq.jpg","https://ca.jbl.com/en_CA/CHARGE5-.html?dwvar_CHARGE5-_color=Pink-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Pink","Portable Waterproof Speaker with Powerbank"
"JBL Go 3","$69.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw2747f800/color-chips/swatchImage_Blue_GO3.png","https://ca.jbl.com/en_CA/GO+3-.html?dwvar_GO%203-_color=Blue-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Blue","Portable Waterproof Speaker"
"JBL Boombox 3","$399.98","$599.98","SAVE 33%","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dwbe3f60c4/color-chips/swngkw4obwwz2zscazly.jpg","https://ca.jbl.com/en_CA/BOOMBOX-3-.html?dwvar_BOOMBOX-3-_color=Squad-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Squad","Portable speaker"
"JBL Xtreme 3","$449.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/XTREME-3-.html?dwvar_XTREME-3-_color=Black-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black","Portable waterproof speaker"
"JBL Clip 4 Eco","$99.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw6527fae9/color-chips/swatchImage_Grey_Go_3-Clip_4_Eco_70x70px.png","https://ca.jbl.com/en_CA/CLIP-4-ECO.html?dwvar_CLIP-4-ECO_color=White-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","White","Ultra-portable Waterproof Speaker"
"JBL Charge 5 Wi-Fi","$289.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw64bab681/color-chips/hlrwew97gkqiwaiuiar6.jpg","https://ca.jbl.com/en_CA/CHARGE-5-WIFI.html?dwvar_CHARGE-5-WIFI_color=Black-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Black","Portable Wi-Fi and Bluetooth speaker"
"JBL JR Pop","$39.99","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw147248e7/color-chips/River-Teal-Square.png","https://ca.jbl.com/en_CA/JR+POP.html?dwvar_JR%20POP_color=Cool%20Blue-USA-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Cool Blue","Portable speaker for kids"
"JBL Charge Essential 2","$199.98","N/A","N/A","In Stock","https://ca.jbl.com/on/demandware.static/-/Sites-masterCatalog_Harman/default/dw5efc86e7/color-chips/tri1vwqmklsgsjqoy44i.jpg","https://ca.jbl.com/en_CA/CHARGE-ESSENTIAL-2-.html?dwvar_CHARGE-ESSENTIAL-2-_color=Gun%20Metal-AM-Current&cgid=bluetooth-speakers","Bluetooth Speakers","Gun Metal","Portable Waterproof Speaker with Powerbank"
